Filing Date,Docket Number,Regional Entity,Registered Entity,NCR ID (NERC Compliance Registry Identifier),Total Penalty ($) (The total penalty amount represents an aggregate amount for the filing; it does not represent an amount per violation.),NERC Violation ID,Reliability Standard,Req.,"Violation Risk Factor (Lower, Medium, High)","Risk Assessment (Minimal, Moderate, Serious)",Mitigation Completion Date,Notice of No Further Review Issued
7/31/2014,NP14-47-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP2013013028,CIP-005-3,R1; R1.5,Medium,Minimal,1/15/2015 (approved completion date),X
7/31/2014,NP14-47-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP2013013040,CIP-005-3,R3; R3.2,Medium,Minimal,10/22/2014 (approved completion date),X
7/31/2014,NP14-47-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP2013013042,CIP-005-3a,R2; R2.2; R2.4,Medium,Minimal,10/22/2014 (approved completion date),X
7/31/2014,NP14-47-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP2013013044,CIP-006-1,R1.8,Medium,Minimal,1/15/2015 (approved completion date),X
7/31/2014,NP14-47-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP2013013045,CIP-007-1 ,R1; R1.1; R1.3,Medium,Minimal,41593,X
7/31/2014,NP14-47-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP2013013048,CIP-007-3,R6,Medium,Minimal,41754,X
7/31/2014,NP14-47-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP2013012524,CIP-007-3a,R3; R3.1,Lower,Minimal,10/22/2014  (approved completion date),X
7/31/2014,NP14-47-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,68000,SPP2013012526,CIP-007-3,R5; R5.1.2; R5.2.3; R5.3.1; R5.3.2; R5.3.3,Lower,Minimal,41754,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011444,CIP-003-2,R6,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011471,CIP-004-1,R2; R2.1; R2.3,Lower,Minimal,40669,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012010995,CIP-004-1,R2; R2.1; R2.3,Lower,Minimal,40669,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012010385,CIP-004-3,R4; R4.2,Lower,Minimal,41064,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011443,CIP-004-3,R4; R4.2,Lower,Minimal,41064,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011272,CIP-005-3a,R1; R1.5,Medium,Moderate,41187,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011061,CIP-005-3,R2; R2.1; R2.2,Medium,Minimal,41136,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011067,CIP-005-3,R2; R2.1; R2.2,Medium,Minimal,41136,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011123,CIP-005-3,R2; R2.1; R2.2,Medium,Minimal,41136,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011071,CIP-005-3,R2; R2.1; R2.2,Medium,Minimal,41136,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011273,CIP-005-3a,R3; R3.2,Medium,Minimal,41365,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011078,CIP-005-1,R5; R5.2,Lower,Minimal,41331,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011062,CIP-005-1,R5; R5.2,Lower,Minimal,41120,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011068,CIP-005-1,R5; R5.2,Lower,Minimal,41120,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011072,CIP-005-1,R5; R5.2,Lower,Minimal,41120,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012010389,CIP-007-3a,R1; R1.1,Medium,Minimal,40974,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011063,CIP-007-1,R1; R1.3,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011069,CIP-007-1,R1; R1.3,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011073,CIP-007-1,R1; R1.3,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011099,CIP-007-1,R1; R1.3,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011101,CIP-007-1,R5,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011064,CIP-007-1,R5,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011074,CIP-007-1,R5,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011066,CIP-007-1,R5,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012010386,CIP-007-1,R5; R5.3.3,Lower,Minimal,40934,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011077,CIP-007-3a,R5; R5.3.3,Medium,Minimal,41533,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011102,CIP-007-1,R6,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011065,CIP-007-1,R6,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011070,CIP-007-1,R6,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011075,CIP-007-1,R6,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012010387,CIP-007-1,R6,Lower,Moderate,40934,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011076,CIP-007-3a,R7; R7.3,Lower,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011265,CIP-009-1,R1,Medium,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011268,CIP-009-1,R1,Medium,Minimal,41135,X
7/31/2014,NP14-46-000,RF,Unidentified Registered Entities,NCRXXXXX,50000,RFC2012011270,CIP-009-1,R1,Medium,Minimal,41135,X
7/31/2014,NP14-47-000,WECC,Unidentified Registered Entity,NCRXXXXX,35000,WECC2013012020,CIP-006-3c,R2; R2.2,Medium,Moderate,12/1/2014 (approved completion date),X
7/31/2014,NP14-47-000,WECC,Salt River Project Agricultural Improvement and Power District,NCR05372,20000,WECC2013012022,PRC-023-1,R2,High,Minimal,41402,X
7/31/2014,NP14-47-000,WECC,Salt River Project Agricultural Improvement and Power District,NCR05372,20000,WECC2013012021,PRC-023-1,"R3;
R3.3",Medium,Minimal,41474,X
7/31/2014,NP14-47-000,WECC,Unidentified Registered Entity,NCRXXXXX,20000,WECC2013012539,CIP-005-2,R1; R1.5,Medium,Minimal,10/15/2014 (approved completion date),X
7/31/2014,NP14-47-000,WECC,Unidentified Registered Entity,NCRXXXXX,20000,WECC2013012739,CIP-005-3a,R2; R2.2,Medium,Minimal,41522,X
7/31/2014,NP14-47-000,WECC,Unidentified Registered Entity,NCRXXXXX,20000,WECC2013012740,CIP-005-3a,R4; R4.2,Medium,Minimal,41547,X
7/31/2014,NP14-47-000,WECC,Unidentified Registered Entity,NCRXXXXX,20000,WECC2013012255,CIP-006-1,R1; R1.8,Medium,Minimal,41464,X
7/31/2014,NP14-47-000,SERC,Unidentified Registered Entity,NCRXXXXX,10000,SERC2013013041,CIP-006-3c,R4,Medium,Minimal,41593,X
7/31/2014,NP14-47-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,10000,TRE2013012930,CIP-003-3,R6,Lower,Moderate,41375,X
7/31/2014,NP14-47-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,10000,TRE2014013577,CIP-006-3c,R1; R1.7,Medium,Minimal,41375,X
7/31/2014,NP14-47-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,10000,TRE2014013578,CIP-005-3a ,R5; R5.2,Lower,Minimal,41375,X
7/31/2014,NP14-47-000,SPP RE,Western Farmers Electric Cooperative,NCR01160,8000,SPP2012011256,PRC-005-1,R2,High,Moderate,41488,X
7/31/2014,NP14-47-000,SPP RE,Western Farmers Electric Cooperative,NCR01160,8000,SPP2012011397,FAC-009-1,R1,Medium,Minimal,41746,X
7/31/2014,NP14-47-000,RF,Unidentified Registered Entity,NCRXXXXX,0,RFC2013011747,CIP-005-1,R2; R2.4,Medium,Moderate,6/9/2015  (approved completion date),X
7/31/2014,NP14-47-000,RF,Unidentified Registered Entity,NCRXXXXX,0,RFC2013011720,CIP-005-3,R4,Medium,Moderate,41274,X
7/31/2014,NP14-47-000,RF,Unidentified Registered Entity,NCRXXXXX,0,RFC2013011718,CIP-007-3a,R8,Medium,Moderate,41274,X
7/31/2014,NP14-47-000,RF,Unidentified Registered Entity,NCRXXXXX,0,RFC2013012418 ,CIP-006-1,R1; R1.8,Medium,Moderate,41751,X
7/31/2014,NP14-47-000,RF,Unidentified Registered Entity,NCRXXXXX,0,RFC2013011748,CIP-007-3a,R1; R1.1,Medium,Moderate,41402,X
7/31/2014,NP14-47-000,RF,Unidentified Registered Entity,NCRXXXXX,0,RFC2013011724,CIP-007-1,R4,Medium,Moderate,41305,X
7/31/2014,NP14-47-000,SERC,Unidentified Registered Entity,NCRXXXXX,0,SERC2014013345,CIP-006-3c,R1,Medium ,Minimal,41646,X
7/7/2014,IN14-6-000,WECC,Arizona Public Service Company,NCR05016,3250000,None Assigned,See FERC Order IN14-6-000,See FERC Order IN14-6-000,See FERC Order IN14-6-000,,,
6/26/2014,NP14-44-000,FRCC,Unidentified Registered Entity,NCRXXXXX,56000,FRCC2013012774,CIP-007-1,R5;R5.2;R5.2.1,Medium,Minimal,41646,X
6/26/2014,NP14-44-000,FRCC,Unidentified Registered Entity,NCRXXXXX,56000,FRCC2013013034,CIP-005-3a,R4;R4.4,Medium,Minimal,41724,X
6/26/2014,NP14-44-000,FRCC,Unidentified Registered Entity,NCRXXXXX,56000,FRCC2013013036,CIP-007-1,R2;R2.2,Medium,Moderate,7/31/2014 (approved completion date),X
6/26/2014,NP14-44-000,FRCC,Unidentified Registered Entity,NCRXXXXX,56000,FRCC2013013037,CIP-007-1,R3;R3.1;R3.2,Lower,Moderate,41759,X
6/26/2014,NP14-44-000,FRCC,Unidentified Registered Entity,NCRXXXXX,56000,FRCC2013013038,CIP-009-1,R5,Lower,Moderate,10/17/2014 (approved completion date),X
6/26/2014,NP14-44-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,40000,TRE2013012873,CIP-003-1,R5;R5.2;,Lower,Moderate,5/13/203,X
6/26/2014,NP14-44-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,40000,TRE2013013281,CIP-004-3a,R2,Lower,Minimal,41407,X
6/26/2014,NP14-44-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,40000,TRE2013012874,CIP-004-1,R4,Lower,Minimal,41407,X
6/26/2014,NP14-44-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,40000,TRE2013013148,CIP-005-3a,R3,Medium,Moderate,41407,X
6/26/2014,NP14-44-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,40000,TRE2013013098,CIP-005-3a,R4;R4.3,Medium,Minimal,41407,X
6/26/2014,NP14-44-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,40000,TRE2013012875,CIP-007-1,R1;R1.1,Medium,Moderate,41407,X
6/26/2014,NP14-44-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,40000,TRE2013013099,CIP-007-1,R8,Medium,Moderate,41407,X
6/26/2014,NP14-44-000,WECC,Unidentified Registered Entity,NCRXXXXX,24000,WECC2013013238,CIP--003-1,R5,Lower,Minimal,41715,X
6/26/2014,NP14-44-000,Texas RE,GEUS,NRC04075,20000,TRE2013012892,PRC-005-1,R2;R2.1;R2.2,High,Moderate,41670,X
6/26/2014,NP14-44-000,Texas RE,GEUS,NRC04075,20000,TRE2013012893,PRC-005-1,R2;R2.1;R2.2,High,Moderate,41697,X
6/26/2014,NP14-44-000,SERC,Virginia Electric and Power Company- Fossil and Hydro,NCR09028,16000,SERC2013012945,VAR-002-1,R3;R3:1,Medium,Minimal,41624,X
6/26/2014,NP14-44-000,SERC,Virginia Electric and Power Company- Fossil and Hydro,NCR09028,16000,SERC2013013278,VAR-002-2B,R3;R3:1,Medium,Minimal ,41634,X
6/26/2014,NP14-44-000,MRO,Great River Energy,NCR00992,15000,MRO201100335,FAC-009-1 ,R1,Medium,Moderate,4/7/2016 (approved completion date),X
6/26/2014,NP14-44-000,WECC,Colorado Springs Utilities,NRC05106,10000,WECC2013011934,PRC-001-1,R1,High,Minimal,41277,X
6/26/2014,NP14-44-000,NPCC,ReEnergy Stratton,NCR10352,5000,NPCC2012011626,PRC-005-1,R1; R1.2,High,Minimal,41744,X
6/26/2014,NP14-44-000,NPCC,ReEnergy Stratton,NCR10352,5000,NPCC2012011627,PRC-005-1,R2; R2.1; R2.2,High,Minimal, 4/15/2014,X
6/26/2014,NP14-44-000,SERC,Unidentified Registered Entity,NCRXXXXX,0,SERC2013013176,CIP-005-1,R4;R4.2;R4.3;R4.4;R4.5,Medium,Moderate,41719,X
6/26/2014,NP14-44-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,0,TRE2013011886,CIP-006-3c,R1;R1.6,Medium,Minimal,41498,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000685,CIP‐002‐2,R2,High,Minimal,40513,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000568,CIP‐004‐1,R3,Medium,Minimal,40563,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000569,CIP‐004‐1,R4,Medium,Minimal,41346,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC2012010884,CIP-004-3,R4,Lower,Minimal,41333,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000729,CIP-005-1,R1:1.5,Medium,Moderate,"4/1/2016 
(approved completion date)",X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC2012011010,CIP-005-1,R1,Medium,Minimal,"4/1/2016 
(approved completion date)",X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000730,CIP-005-1,R2:2.2,Medium,Moderate,41526,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC2012011011,CIP-005-1,R3:3.2,Medium,Minimal,41526,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000682,CIP-006-1,R1.1,Medium,Minimal,41670,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000731,CIP-006-1,R1,Medium,Moderate,40977,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC2012010586,CIP-006-1,R1,Medium,Moderate,41274,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC2012010860,CIP-006-1,R1:1.8,Medium,Moderate,41578,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC2013012360,CIP-006-3c,R1:1.6.1,Medium,Minimal,41464,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000679,CIP-006-2,R3,Medium,Minimal,40517,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000733,CIP-006-2,R3,Medium,Moderate,3/30/2016 (approved completion date),X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC2012010585,CIP-006-1,R4,Medium,Moderate,41131,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000683,CIP-006-3a,R4,Medium,Moderate,40939,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC2012009109,CIP-006-3c,R6,Lower,Minimal,40908,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000678,CIP-007-1,R1,Medium,Serious,41698,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000734,CIP-007-1,R2,Medium,Serious,41121,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000735,CIP-007-1,R3,Lower,Moderate,6/30/2014 (approved completion date),X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC2012010883,CIP-007-3a,R3,Lower,Minimal,41438,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000566,CIP-007-1,R4,Medium,Minimal,40512,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000736,CIP-007-1,R4:4.2,Medium,Minimal,6/30/2015 (approved completion date),X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000570,CIP-007-1,R5,Medium,Moderate,41180,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC201000567,CIP-007-1,R6,Medium,Moderate,41565,X
5/29/2014,NP14-42-000,SERC,Unidentified Registered Entity,NCRXXXXX,250000,SERC2012011013,CIP-007-3a,R8,Lower,Minimal,41716,X
5/29/2014,NP14-41-000 ,WECC,Unidentified Registered Entity,NCRXXXXX,98500,WECC2013012597,CIP-007-1,"R5;
R5.1.2",Lower,Moderate,41348,X
5/29/2014,NP14-41-000 ,WECC,Unidentified Registered Entity,NCRXXXXX,98500,WECC2013012598,CIP-007-1,R6,Medium,Moderate,10/28/2014 (approved completion date),X
5/29/2014,NP14-43-000,RF,"Morris Cogeneration, LLC",NCR10283,12500,RFC2013012442,PRC-001-1 ,R3; R3.1,High,Moderate,41466,X
5/29/2014,NP14-43-000,RF,"Morris Cogeneration, LLC",NCR10283,12500,RFC2013012443,PRC-005-1,R2; R2.1,High,Minimal,41599,X
5/29/2014,NP14-43-000,WECC,Unidentified Registered Entity,NCRXXXXX,12000,WECC2013013128,CIP-006-3c,R1; R1.6.2,Medium,Minimal,41557,X
5/29/2014,NP14-43-000,FRCC,Beaches Energy Services of Jacksonville Beach ,NCR00004,0,FRCC2012010671,COM-002-2,R1.1,High,Minimal,41241,X
5/29/2014,NP14-43-000,FRCC,Beaches Energy Services of Jacksonville Beach ,NCR00004,0,FRCC2012010850,FAC-009-1,R1,Medium,Minimal,41211,X
5/29/2014,NP14-43-000,RF,Delaware City Refining Company LLC,NCR11173,0,RFC2013013162,PRC-005-1,R2,Lower,Minimal,8/12/2016 (approved completion date),X
4/30/2014,NP14-39-000,WECC,Unidentified Registered Entity,NCRXXXXX,155000,WECC2012010739,CIP-005-1,R1; R1.1; R1.5; R1.6,Medium,Moderate,7/1/2014 (approved completion date),X
4/30/2014,NP14-39-000,WECC,Unidentified Registered Entity,NCRXXXXX,155000,WECC2012010740,CIP-005-3,R4,Medium,Minimal,40878,X
4/30/2014,NP14-39-000,WECC,Unidentified Registered Entity,NCRXXXXX,155000,WECC2012011029,CIP-007-1,R1,Medium,Moderate,41244,X
4/30/2014,NP14-39-000,WECC,Unidentified Registered Entity,NCRXXXXX,155000,WECC2012010439,CIP-007-3a,R2,Medium,Moderate,9/30/2013 (approved completion date),X
4/30/2014,NP14-39-000,WECC,Unidentified Registered Entity,NCRXXXXX,155000,WECC2012011031,CIP-007-1,R3,Lower,Moderate,41492,X
4/30/2014,NP14-39-000,WECC,Unidentified Registered Entity,NCRXXXXX,155000,WECC2012011329,CIP-007-2a,R4,Medium,Minimal,41211,X
4/30/2014,NP14-39-000,WECC,Unidentified Registered Entity,NCRXXXXX,155000,WECC2012011032,CIP-007-3a,R5; R5.2.3; R5.3.3,Medium,Moderate,41516,X
4/30/2014,NP14-39-000,WECC,Unidentified Registered Entity,NCRXXXXX,155000,WECC2012011034,CIP-007-1,R6,Lower,Moderate,41316,X
4/30/2014,NP14-39-000,WECC,Unidentified Registered Entity,NCRXXXXX,155000,WECC2012010741,CIP-007-3a,R8,Medium,Minimal,41088,X
4/30/2014,NP14-40-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,25000,TRE2013011837,CIP-002-1,R1; R1.1; R1.2,Medium,Moderate,41666,X
4/30/2014,NP14-40-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,25000,TRE2013011838,CIP-002-1,R2,High,Moderate,41666,X
4/30/2014,NP14-40-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,25000,TRE2013011839,CIP-002-1,R3,High,Moderate,41666,X
4/30/2014,NP14-40-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,25000,TRE2013012901,CIP-002-3,R1; R1.1; R1.2,Medium,Moderate,41666,X
4/30/2014,NP14-40-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,25000,TRE2013012902,CIP-002-3,R2,High,Moderate,41666,X
4/30/2014,NP14-40-000,Texas RE,Unidentified Registered Entity,NCRXXXXX,25000,TRE2013012903,CIP-002-3,R3,High,Moderate,41666,X
4/30/2014,NP14-40-000,FRCC,Unidentified Registered Entity,NCRXXXXX,20000,FRCC2013012564,CIP-003-3,R6,Lower,Moderate,9/12/2014 (approved completion date),X
4/30/2014,NP14-40-000,FRCC,Unidentified Registered Entity,NCRXXXXX,20000,FRCC2013012546,CIP-004-3,"R4; R4.1;
R4.2",Lower,Moderate,41591,X
4/30/2014,NP14-40-000,FRCC,Unidentified Registered Entity,NCRXXXXX,20000,FRCC2012010851,CIP-007-3a,"R6;
R6.2:
R6.4;
R6.5",Medium,Moderate,41152,X
4/30/2014,NP14-40-000,FRCC,Unidentified Registered Entity,NCRXXXXX,20000,FRCC2012011635,CIP-007-3a,R4; R4.2,Medium,Minimal,41526,X
4/30/2014,NP14-40-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,19000,SPP2013012345,CIP-004-3,"R4; R4.1

",Lower,Minimal,41516,X
4/30/2014,NP14-40-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,19000,SPP2013012347,CIP-005-3a,R4; R4.2; R4.5,Medium,Moderate,41599,X
4/30/2014,NP14-40-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,19000,SPP2013012348,CIP-006-3c,R1; R1.6.1; R1.6.2,Medium,Moderate,41498,X
4/30/2014,NP14-40-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,19000,SPP2013012349,CIP-007-3a,R8; R8.2; R8.4,Medium,Moderate,41599,X
4/30/2014,NP14-40-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,19000,SPP2013012351,CIP-007-3a,R3; R3.1; R3.2,Lower,Minimal,41488,X
4/30/2014,NP14-40-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,19000,SPP2013012354,CIP-006-1,R1; R1.8,Medium,Moderate,41481,X
4/30/2014,NP14-40-000,SERC,Entergy - Fossil & Hydroelectric Generation,NCR11167,15000,SERC2013012997,VAR-002-2b,R1,Medium,Minimal,41659,X
4/30/2014,NP14-40-000,SERC,Entergy - Fossil & Hydroelectric Generation,NCR11167,15000,SERC2013012998,VAR-002-2b,R3; R3.1,Medium,Minimal,41659,X
4/30/2014,NP14-40-000,WECC,Hetch Hetchy Water and Power,NCR05182,14000,WECC2013013106,PRC-005-1b,R2; R2.1,High,Minimal,41638,X
4/30/2014,NP14-40-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,10000,SPP2012009925,CIP-005-1,"R1;
R1.4; R1.5; R1.6",Medium,Moderate,TBD,X
4/30/2014,NP14-40-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,10000,SPP2012009926,CIP-005-1,R2; R2.1; R2.2; R2.4; R2.5.3,Medium ,Moderate,TBD,X
4/30/2014,NP14-40-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,10000,SPP2012009930,"CIP-006-1
",R1.8,Medium ,Moderate,TBD,X
4/30/2014,NP14-40-000,NPCC,ANP Blackstone Energy Company,NCR07007,9500,NPCC2012009777,PRC-005-1,R2; R2.1,High,Moderate,40977,X
4/30/2014,NP14-40-000,NPCC,ANP Blackstone Energy Company,NCR07007,9500,NPCC2013012475,PRC-005-1,R2; R2.1,High,Minimal,40479,X
4/30/2014,NP14-40-000,WECC,Seattle City Light,NCR05382,9000,WECC2013012557,FAC-009-1,R1,Medium,Minimal,41516,X
4/30/2014,NP14-40-000,MRO,Unidentified Registered Entity,NCRXXXXX,5000,MRO2013011715,CIP-006-3a,R2,Medium,Minimal,41369,X
4/30/2014,NP14-40-000,MRO,Unidentified Registered Entity,NCRXXXXX,5000,MRO2013011781,CIP-006-1,R1; R1.8,Medium,Minimal,41369,X
4/30/2014,NP14-40-000,FRCC,Tampa Electric Company,NCR00074,2000,FRCC2012011625,FAC-014-1,R2,Medium,Moderate,41260,X
4/30/2014,NP14-40-000,Texas RE,"American Electric Power Service Corp as agent for AEP Texas North Co, AEP Texas Central Co, and Public Service of Oklahoma",NCR04006,0,TRE2014013384,IRO-010-1a,R3,Medium,Moderate,41704,X
4/30/2014,NP14-40-000,NPCC,Unidentified Registered Entity,NCRXXXXX,0,NPCC2012011038,CIP-005-3a,"R1;
R1.5",Medium,Moderate,41466,X
4/30/2014,NP14-40-000,NPCC,Unidentified Registered Entity,NCRXXXXX,0,NPCC2012011037,CIP-006-3a,"R2; 
R2.2",Medium,Moderate,41445,X
3/31/2014,NP14-37-000,WECC,Unidentified Registered Entity,NCRXXXXX,465000,WECC2012011042,CIP‐002‐2,R3,High,Moderate,41653,X
3/31/2014,NP14-37-000,WECC,Unidentified Registered Entity,NCRXXXXX,465000,WECC2012011043,CIP‐005‐3,R1,Medium,Moderate,9/7/2014 (approved completion date),X
3/31/2014,NP14-37-000,WECC,Unidentified Registered Entity,NCRXXXXX,465000,WECC2012011044,CIP‐005‐3,R5,Lower,Minimal,41593,X
3/31/2014,NP14-37-000,WECC,Unidentified Registered Entity,NCRXXXXX,465000,WECC2012011140,CIP‐006‐1,R1,Medium,Moderate,41716,X
